,filepath,superclass,label,split
10149,cultivated_land/bare_land/bare_land(759).tif,cultivated land,bare land,train
10150,woodland/city_green_tree/city_green_tree(297).tif,woodland,city green tree,train
10151,construction_land/residents/residents(899).tif,construction land,residents,train
10152,cultivated_land/dry_farm/dry_farm(1478).tif,cultivated land,dry farm,train
10153,transportation/highway/highway(48).tif,transportation,highway,train
10154,woodland/forest/forest(844).tif,woodland,forest,train
10155,woodland/artificial_grassland/artificial_grassland(102).tif,woodland,artificial grassland,train
10156,transportation/avenue/avenue(568).tif,transportation,avenue,train
10157,transportation/parkinglot/parkinglot(644).tif,transportation,parkinglot,train
10158,transportation/rail/rail(93).tif,transportation,rail,train
10159,cultivated_land/green_farmland/green_farmland(410).tif,cultivated land,green farmland,train
10160,water_area/lakeshore/lakeshore(729).tif,water area,lakeshore,train
10161,woodland/mangrove/mangrove_618(471).tif,woodland,mangrove,train
10162,woodland/forest/forest(759).tif,woodland,forest,train
10163,construction_land/grave/grave(270).tif,construction land,grave,train
10164,water_area/coastline/coastline(293).tif,water area,coastline,train
10165,transportation/highway/highway(102).tif,transportation,highway,train
10166,other_land/desert/desert(131).tif,other land,desert,train
10167,woodland/sparse_forest/sparse_forest(1).tif,woodland,sparse forest,train
10168,woodland/sparse_forest/sparse_forest(155).tif,woodland,sparse forest,train
10169,construction_land/city_building/city_building(940).tif,construction land,city building,train
10170,other_objects/town/town(906).tif,other objects,town,train
10171,woodland/city_green_tree/city_green_tree(220).tif,woodland,city green tree,train
10172,water_area/sea/sea(891).tif,water area,sea,train
10173,water_area/lakeshore/lakeshore(117).tif,water area,lakeshore,train
10174,transportation/airport_runway/airport_runway(907).tif,transportation,airport runway,train
10175,construction_land/residents/residents(1210).tif,construction land,residents,train
10176,transportation/marina/marina(236).tif,transportation,marina,train
10177,water_area/stream/stream(220).tif,water area,stream,train
10178,water_area/lakeshore/lakeshore(297).tif,water area,lakeshore,train
10179,other_land/snow_mountain/snow_mountain(858).tif,other land,snow mountain,train
10180,construction_land/city_building/city_building(546).tif,construction land,city building,train
10181,construction_land/residents/residents(271).tif,construction land,residents,train
10182,water_area/stream/stream(277).tif,water area,stream,train
10183,construction_land/container/container(580).tif,construction land,container,train
10184,other_objects/pipeline/pipeline(185).tif,other objects,pipeline,train
10185,transportation/mountain_road/mountain_road(267).tif,transportation,mountain road,train
10186,woodland/forest/forest(1362).tif,woodland,forest,train
10187,construction_land/city_building/city_building(104).tif,construction land,city building,train
10188,construction_land/residents/residents(1090).tif,construction land,residents,train
10189,woodland/forest/forest(1023).tif,woodland,forest,train
10190,other_objects/town/town(897).tif,other objects,town,train
10191,construction_land/residents/residents(42).tif,construction land,residents,train
10192,water_area/lakeshore/lakeshore(204).tif,water area,lakeshore,train
10193,other_land/snow_mountain/snow_mountain(16).tif,other land,snow mountain,train
10194,transportation/parkinglot/parkinglot(242).tif,transportation,parkinglot,train
10195,transportation/airport_runway/airport_runway(237).tif,transportation,airport runway,train
10196,other_land/snow_mountain/snow_mountain(728).tif,other land,snow mountain,train
10197,woodland/shrubwood/shrubwood(1365).tif,woodland,shrubwood,train
10198,cultivated_land/dry_farm/dry_farm(1406).tif,cultivated land,dry farm,train
10199,water_area/coastline/coastline(29).tif,water area,coastline,train
10200,transportation/highway/highway(76).tif,transportation,highway,train
10201,other_land/desert/desert(170).tif,other land,desert,train
10202,water_area/river/river(330).tif,water area,river,train
10203,transportation/crossroads/crossroads(788).tif,transportation,crossroads,train
10204,woodland/sparse_forest/sparse_forest(962).tif,woodland,sparse forest,train
10205,water_area/stream/stream(270).tif,water area,stream,train
10206,construction_land/container/container(839).tif,construction land,container,train
10207,water_area/lakeshore/lakeshore(600).tif,water area,lakeshore,train
10208,water_area/sea/sea(929).tif,water area,sea,train
10209,water_area/lakeshore/lakeshore(628).tif,water area,lakeshore,train
10210,transportation/mountain_road/mountain_road(55).tif,transportation,mountain road,train
10211,woodland/sapling/sapling(861).tif,woodland,sapling,train
10212,other_land/snow_mountain/snow_mountain(606).tif,other land,snow mountain,train
10213,transportation/marina/marina(341).tif,transportation,marina,train
10214,construction_land/residents/residents(87).tif,construction land,residents,train
10215,woodland/sparse_forest/sparse_forest(334).tif,woodland,sparse forest,train
10216,woodland/sparse_forest/sparse_forest(345).tif,woodland,sparse forest,train
10217,other_land/desert/desert(274).tif,other land,desert,train
10218,transportation/bridge/bridge(250).tif,transportation,bridge,train
10219,cultivated_land/bare_land/bare_land(899).tif,cultivated land,bare land,train
10220,transportation/airport_runway/airport_runway(561).tif,transportation,airport runway,train
10221,water_area/river/river(237).tif,water area,river,train
10222,other_land/snow_mountain/snow_mountain(833).tif,other land,snow mountain,train
10223,cultivated_land/dry_farm/dry_farm(829).tif,cultivated land,dry farm,train
10224,transportation/airport_runway/airport_runway(232).tif,transportation,airport runway,train
10225,water_area/dam/dam(252).tif,water area,dam,train
10226,construction_land/city_building/city_building(888).tif,construction land,city building,train
10227,cultivated_land/dry_farm/dry_farm(418).tif,cultivated land,dry farm,train
10228,woodland/mangrove/mangrove_618(135).tif,woodland,mangrove,train
10229,transportation/avenue/avenue(503).tif,transportation,avenue,train
10230,other_land/desert/desert(973).tif,other land,desert,train
10231,woodland/natural_grassland/natural_grassland(355).tif,woodland,natural grassland,train
10232,cultivated_land/bare_land/bare_land(194).tif,cultivated land,bare land,train
10233,woodland/shrubwood/shrubwood(947).tif,woodland,shrubwood,train
10234,construction_land/grave/grave(19).tif,construction land,grave,train
10235,transportation/overpass/overpass(302).tif,transportation,overpass,train
10236,construction_land/city_building/city_building(576).tif,construction land,city building,train
10237,woodland/shrubwood/shrubwood(7).tif,woodland,shrubwood,train
10238,woodland/natural_grassland/natural_grassland(1088).tif,woodland,natural grassland,train
10239,cultivated_land/dry_farm/dry_farm(1151).tif,cultivated land,dry farm,train
10240,other_land/snow_mountain/snow_mountain(636).tif,other land,snow mountain,train
10241,other_land/snow_mountain/snow_mountain(271).tif,other land,snow mountain,train
10242,construction_land/residents/residents(374).tif,construction land,residents,train
10243,woodland/river_protection_forest/river_protection_forest(100).tif,woodland,river protection forest,train
10244,transportation/parkinglot/parkinglot(364).tif,transportation,parkinglot,train
10245,construction_land/residents/residents(879).tif,construction land,residents,train
10246,water_area/sea/sea(1282).tif,water area,sea,train
10247,woodland/sparse_forest/sparse_forest(190).tif,woodland,sparse forest,train
10248,cultivated_land/dry_farm/dry_farm(278).tif,cultivated land,dry farm,train
10249,construction_land/container/container(874).tif,construction land,container,train
10250,construction_land/container/container(1081).tif,construction land,container,train
10251,other_land/sandbeach/sand_beach(77).tif,other land,sandbeach,train
10252,construction_land/grave/grave(61).tif,construction land,grave,train
10253,woodland/forest/forest(841).tif,woodland,forest,train
10254,woodland/mangrove/mangrove_618(312).tif,woodland,mangrove,train
10255,construction_land/container/container(415).tif,construction land,container,train
10256,transportation/turning_circle/turning_circle(34).tif,transportation,turning circle,train
10257,woodland/forest/forest(913).tif,woodland,forest,train
10258,water_area/river/river(258).tif,water area,river,train
10259,woodland/shrubwood/shrubwood(671).tif,woodland,shrubwood,train
10260,transportation/turning_circle/turning_circle(266).tif,transportation,turning circle,train
10261,water_area/sea/sea(56).tif,water area,sea,train
10262,transportation/parkinglot/parkinglot(258).tif,transportation,parkinglot,train
10263,transportation/mountain_road/mountain_road(277).tif,transportation,mountain road,train
10264,transportation/fork_road/fork_road(285).tif,transportation,fork road,train
10265,water_area/stream/stream(350).tif,water area,stream,train
10266,woodland/forest/forest(183).tif,woodland,forest,train
10267,cultivated_land/bare_land/bare_land(1017).tif,cultivated land,bare land,train
10268,cultivated_land/bare_land/bare_land(323).tif,cultivated land,bare land,train
10269,cultivated_land/green_farmland/green_farmland(468).tif,cultivated land,green farmland,train
10270,water_area/lakeshore/lakeshore(989).tif,water area,lakeshore,train
10271,water_area/lakeshore/lakeshore(454).tif,water area,lakeshore,train
10272,other_land/desert/desert(320).tif,other land,desert,train
10273,transportation/airport_runway/airport_runway(171).tif,transportation,airport runway,train
10274,water_area/sea/sea(1470).tif,water area,sea,train
10275,water_area/lakeshore/lakeshore(44).tif,water area,lakeshore,train
10276,water_area/lakeshore/lakeshore(668).tif,water area,lakeshore,train
10277,other_land/sandbeach/sand_beach(5).tif,other land,sandbeach,train
10278,transportation/highway/highway(66).tif,transportation,highway,train
10279,woodland/sparse_forest/sparse_forest(651).tif,woodland,sparse forest,train
10280,water_area/coastline/coastline(299).tif,water area,coastline,train
10281,construction_land/container/container(752).tif,construction land,container,train
10282,other_objects/pipeline/pipeline(132).tif,other objects,pipeline,train
10283,transportation/fork_road/fork_road(111).tif,transportation,fork road,train
10284,transportation/airport_runway/airport_runway(1083).tif,transportation,airport runway,train
10285,transportation/avenue/avenue(516).tif,transportation,avenue,train
10286,transportation/avenue/avenue(519).tif,transportation,avenue,train
10287,transportation/parkinglot/parkinglot(1027).tif,transportation,parkinglot,train
10288,construction_land/residents/residents(568).tif,construction land,residents,train
10289,water_area/sea/sea(1119).tif,water area,sea,train
10290,woodland/shrubwood/shrubwood(1289).tif,woodland,shrubwood,train
10291,woodland/shrubwood/shrubwood(498).tif,woodland,shrubwood,train
10292,woodland/sparse_forest/sparse_forest(1042).tif,woodland,sparse forest,train
10293,water_area/stream/stream(971).tif,water area,stream,train
10294,transportation/mountain_road/mountain_road(1052).tif,transportation,mountain road,train
10295,construction_land/container/container(771).tif,construction land,container,train
10296,water_area/sea/sea(665).tif,water area,sea,train
10297,other_land/snow_mountain/snow_mountain(869).tif,other land,snow mountain,train
10298,transportation/airport_runway/airport_runway(233).tif,transportation,airport runway,train
10299,transportation/avenue/avenue(375).tif,transportation,avenue,train
10300,transportation/avenue/avenue(432).tif,transportation,avenue,train
10301,woodland/sparse_forest/sparse_forest(636).tif,woodland,sparse forest,train
10302,woodland/sparse_forest/sparse_forest(762).tif,woodland,sparse forest,train
10303,transportation/overpass/overpass(111).tif,transportation,overpass,train
10304,other_objects/town/town(124).tif,other objects,town,train
10305,water_area/stream/stream(920).tif,water area,stream,train
10306,transportation/rail/rail(326).tif,transportation,rail,train
10307,transportation/mountain_road/mountain_road(1051).tif,transportation,mountain road,train
10308,water_area/dam/dam(292).tif,water area,dam,train
10309,woodland/city_green_tree/city_green_tree(23).tif,woodland,city green tree,train
10310,water_area/sea/sea(1412).tif,water area,sea,train
10311,woodland/city_avenue/city_avenue(263).tif,woodland,city avenue,train
10312,transportation/mountain_road/mountain_road(1035).tif,transportation,mountain road,train
10313,other_objects/pipeline/pipeline(282).tif,other objects,pipeline,train
10314,woodland/sapling/sapling(882).tif,woodland,sapling,train
10315,cultivated_land/bare_land/bare_land(425).tif,cultivated land,bare land,train
10316,other_land/desert/desert(68).tif,other land,desert,train
10317,woodland/city_green_tree/city_green_tree(382).tif,woodland,city green tree,train
10318,woodland/natural_grassland/natural_grassland(468).tif,woodland,natural grassland,train
10319,other_land/sandbeach/sand_beach(28).tif,other land,sandbeach,train
10320,woodland/natural_grassland/natural_grassland(956).tif,woodland,natural grassland,train
10321,woodland/mangrove/mangrove_618(684).tif,woodland,mangrove,train
10322,cultivated_land/dry_farm/dry_farm(1307).tif,cultivated land,dry farm,train
10323,transportation/parkinglot/parkinglot(598).tif,transportation,parkinglot,train
10324,transportation/marina/marina(1).tif,transportation,marina,train
10325,woodland/shrubwood/shrubwood(617).tif,woodland,shrubwood,train
10326,water_area/sea/sea(997).tif,water area,sea,train
10327,transportation/parkinglot/parkinglot(170).tif,transportation,parkinglot,train
10328,woodland/shrubwood/shrubwood(677).tif,woodland,shrubwood,train
10329,transportation/mountain_road/mountain_road(22).tif,transportation,mountain road,train
10330,construction_land/container/container(374).tif,construction land,container,train
10331,woodland/sapling/sapling(1119).tif,woodland,sapling,train
10332,other_land/desert/desert(1221).tif,other land,desert,train
10333,water_area/coastline/coastline(565).tif,water area,coastline,train
10334,woodland/mangrove/mangrove_618(401).tif,woodland,mangrove,train
10335,transportation/overpass/overpass(263).tif,transportation,overpass,train
10336,other_objects/town/town(260).tif,other objects,town,train
10337,woodland/natural_grassland/natural_grassland(250).tif,woodland,natural grassland,train
10338,transportation/crossroads/crossroads(484).tif,transportation,crossroads,train
10339,construction_land/residents/residents(114).tif,construction land,residents,train
10340,woodland/natural_grassland/natural_grassland(446).tif,woodland,natural grassland,train
10341,other_land/sandbeach/sand_beach(307).tif,other land,sandbeach,train
10342,water_area/lakeshore/lakeshore(254).tif,water area,lakeshore,train
10343,transportation/marina/marina(248).tif,transportation,marina,train
10344,woodland/mangrove/mangrove_618(425).tif,woodland,mangrove,train
10345,woodland/city_avenue/city_avenue(175).tif,woodland,city avenue,train
10346,woodland/sparse_forest/sparse_forest(1409).tif,woodland,sparse forest,train
10347,other_land/snow_mountain/snow_mountain(512).tif,other land,snow mountain,train
10348,woodland/city_green_tree/city_green_tree(199).tif,woodland,city green tree,train
10349,construction_land/grave/grave(284).tif,construction land,grave,train
10350,woodland/river_protection_forest/river_protection_forest(42).tif,woodland,river protection forest,train
10351,other_land/sandbeach/sand_beach(229).tif,other land,sandbeach,train
10352,other_land/mountain/mountain(936).tif,other land,mountain,train
10353,woodland/shrubwood/shrubwood(764).tif,woodland,shrubwood,train
10354,woodland/sapling/sapling(756).tif,woodland,sapling,train
10355,transportation/avenue/avenue(305).tif,transportation,avenue,train
10356,woodland/city_green_tree/city_green_tree(153).tif,woodland,city green tree,train
10357,woodland/sparse_forest/sparse_forest(1039).tif,woodland,sparse forest,train
10358,other_land/mountain/mountain(490).tif,other land,mountain,train
10359,construction_land/tower/tower(20).tif,construction land,tower,train
10360,construction_land/container/container(1023).tif,construction land,container,train
10361,water_area/lakeshore/lakeshore(283).tif,water area,lakeshore,train
10362,construction_land/container/container(991).tif,construction land,container,train
10363,woodland/sapling/sapling(30).tif,woodland,sapling,train
10364,woodland/shrubwood/shrubwood(1398).tif,woodland,shrubwood,train
10365,water_area/lakeshore/lakeshore(901).tif,water area,lakeshore,train
10366,woodland/forest/forest(785).tif,woodland,forest,train
10367,cultivated_land/dry_farm/dry_farm(229).tif,cultivated land,dry farm,train
10368,transportation/turning_circle/turning_circle(228).tif,transportation,turning circle,train
10369,woodland/natural_grassland/natural_grassland(938).tif,woodland,natural grassland,train
10370,woodland/sapling/sapling(377).tif,woodland,sapling,train
10371,water_area/stream/stream(712).tif,water area,stream,train
10372,other_objects/pipeline/pipeline(265).tif,other objects,pipeline,train
10373,transportation/highway/highway(181).tif,transportation,highway,train
10374,water_area/sea/sea(1066).tif,water area,sea,train
10375,water_area/river/river(283).tif,water area,river,train
10376,woodland/city_avenue/city_avenue(50).tif,woodland,city avenue,train
10377,water_area/river/river(267).tif,water area,river,train
10378,transportation/airport_runway/airport_runway(355).tif,transportation,airport runway,train
10379,cultivated_land/dry_farm/dry_farm(590).tif,cultivated land,dry farm,train
10380,transportation/airport_runway/airport_runway(936).tif,transportation,airport runway,train
10381,cultivated_land/dry_farm/dry_farm(1383).tif,cultivated land,dry farm,train
10382,transportation/turning_circle/turning_circle(29).tif,transportation,turning circle,train
10383,construction_land/container/container(667).tif,construction land,container,train
10384,other_objects/town/town(884).tif,other objects,town,train
10385,other_land/desert/desert(703).tif,other land,desert,train
10386,woodland/sparse_forest/sparse_forest(1008).tif,woodland,sparse forest,train
10387,woodland/shrubwood/shrubwood(502).tif,woodland,shrubwood,train
10388,woodland/shrubwood/shrubwood(1084).tif,woodland,shrubwood,train
10389,transportation/parkinglot/parkinglot(976).tif,transportation,parkinglot,train
10390,construction_land/city_building/city_building(571).tif,construction land,city building,train
10391,water_area/dam/dam(373).tif,water area,dam,train
10392,other_land/mountain/mountain(367).tif,other land,mountain,train
10393,other_land/snow_mountain/snow_mountain(777).tif,other land,snow mountain,train
10394,transportation/mountain_road/mountain_road(261).tif,transportation,mountain road,train
10395,water_area/sea/sea(63).tif,water area,sea,train
10396,transportation/crossroads/crossroads(463).tif,transportation,crossroads,train
10397,other_land/snow_mountain/snow_mountain(460).tif,other land,snow mountain,train
10398,transportation/crossroads/crossroads(419).tif,transportation,crossroads,train
10399,woodland/shrubwood/shrubwood(604).tif,woodland,shrubwood,train
10400,transportation/crossroads/crossroads(304).tif,transportation,crossroads,train
10401,woodland/natural_grassland/natural_grassland(218).tif,woodland,natural grassland,train
10402,transportation/avenue/avenue(7).tif,transportation,avenue,train
10403,woodland/natural_grassland/natural_grassland(73).tif,woodland,natural grassland,train
10404,construction_land/storage_room/storage_room(230).tif,construction land,storage room,train
10405,transportation/marina/marina(56).tif,transportation,marina,train
10406,other_land/mountain/mountain(796).tif,other land,mountain,train
10407,other_objects/pipeline/pipeline(82).tif,other objects,pipeline,train
10408,transportation/airport_runway/airport_runway(25).tif,transportation,airport runway,train
10409,cultivated_land/dry_farm/dry_farm(1420).tif,cultivated land,dry farm,train
10410,woodland/mangrove/mangrove_618(767).tif,woodland,mangrove,train
10411,woodland/city_green_tree/city_green_tree(409).tif,woodland,city green tree,train
10412,water_area/hirst/hirst(749).tif,water area,hirst,train
10413,woodland/shrubwood/shrubwood(1035).tif,woodland,shrubwood,train
10414,water_area/dam/dam(46).tif,water area,dam,train
10415,water_area/dam/dam(110).tif,water area,dam,train
10416,cultivated_land/dry_farm/dry_farm(1419).tif,cultivated land,dry farm,train
10417,woodland/forest/forest(1251).tif,woodland,forest,train
10418,other_land/mountain/mountain(100).tif,other land,mountain,train
10419,woodland/natural_grassland/natural_grassland(607).tif,woodland,natural grassland,train
10420,cultivated_land/dry_farm/dry_farm(254).tif,cultivated land,dry farm,train
10421,woodland/sparse_forest/sparse_forest(72).tif,woodland,sparse forest,train
10422,woodland/sapling/sapling(329).tif,woodland,sapling,train
10423,woodland/sapling/sapling(388).tif,woodland,sapling,train
10424,woodland/forest/forest(195).tif,woodland,forest,train
10425,transportation/city_road/city_road(243).tif,transportation,city road,train
10426,construction_land/container/container(900).tif,construction land,container,train
10427,transportation/crossroads/crossroads(703).tif,transportation,crossroads,train
10428,construction_land/container/container(481).tif,construction land,container,train
10429,woodland/natural_grassland/natural_grassland(546).tif,woodland,natural grassland,train
10430,woodland/shrubwood/shrubwood(1229).tif,woodland,shrubwood,train
10431,woodland/sapling/sapling(999).tif,woodland,sapling,train
10432,woodland/river_protection_forest/river_protection_forest(280).tif,woodland,river protection forest,train
10433,woodland/mangrove/mangrove_618(386).tif,woodland,mangrove,train
10434,transportation/parkinglot/parkinglot(231).tif,transportation,parkinglot,train
10435,construction_land/container/container(334).tif,construction land,container,train
10436,woodland/sapling/sapling(658).tif,woodland,sapling,train
10437,other_land/snow_mountain/snow_mountain(576).tif,other land,snow mountain,train
10438,woodland/mangrove/mangrove_618(821).tif,woodland,mangrove,train
10439,woodland/natural_grassland/natural_grassland(15).tif,woodland,natural grassland,train
10440,water_area/coastline/coastline(255).tif,water area,coastline,train
10441,transportation/avenue/avenue(367).tif,transportation,avenue,train
10442,construction_land/container/container(777).tif,construction land,container,train
10443,water_area/stream/stream(1054).tif,water area,stream,train
10444,construction_land/residents/residents(10).tif,construction land,residents,train
10445,water_area/hirst/hirst(578).tif,water area,hirst,train
10446,woodland/natural_grassland/natural_grassland(980).tif,woodland,natural grassland,train
10447,woodland/shrubwood/shrubwood(928).tif,woodland,shrubwood,train
10448,transportation/turning_circle/turning_circle(44).tif,transportation,turning circle,train
10449,woodland/sapling/sapling(1455).tif,woodland,sapling,train
10450,transportation/rail/rail(7).tif,transportation,rail,train
10451,water_area/hirst/hirst(789).tif,water area,hirst,train
10452,woodland/shrubwood/shrubwood(1117).tif,woodland,shrubwood,train
10453,woodland/artificial_grassland/artificial_grassland(221).tif,woodland,artificial grassland,train
10454,water_area/river/river(43).tif,water area,river,train
10455,cultivated_land/bare_land/bare_land(96).tif,cultivated land,bare land,train
10456,woodland/sparse_forest/sparse_forest(788).tif,woodland,sparse forest,train
10457,transportation/crossroads/crossroads(148).tif,transportation,crossroads,train
10458,transportation/fork_road/fork_road(79).tif,transportation,fork road,train
10459,other_land/mountain/mountain(911).tif,other land,mountain,train
10460,water_area/lakeshore/lakeshore(311).tif,water area,lakeshore,train
10461,other_objects/town/town(287).tif,other objects,town,train
10462,water_area/hirst/hirst(894).tif,water area,hirst,train
10463,transportation/airport_runway/airport_runway(506).tif,transportation,airport runway,train
10464,water_area/stream/stream(64).tif,water area,stream,train
10465,woodland/natural_grassland/natural_grassland(1051).tif,woodland,natural grassland,train
10466,transportation/parkinglot/parkinglot(989).tif,transportation,parkinglot,train
10467,transportation/crossroads/crossroads(600).tif,transportation,crossroads,train
10468,cultivated_land/dry_farm/dry_farm(1252).tif,cultivated land,dry farm,train
10469,woodland/city_green_tree/city_green_tree(51).tif,woodland,city green tree,train
10470,woodland/sapling/sapling(625).tif,woodland,sapling,train
10471,other_objects/town/town(415).tif,other objects,town,train
10472,water_area/lakeshore/lakeshore(910).tif,water area,lakeshore,train
10473,construction_land/tower/tower(170).tif,construction land,tower,train
10474,water_area/hirst/hirst(857).tif,water area,hirst,train
10475,construction_land/residents/residents(356).tif,construction land,residents,train
10476,woodland/shrubwood/shrubwood(889).tif,woodland,shrubwood,train
10477,transportation/overpass/overpass(280).tif,transportation,overpass,train
10478,transportation/avenue/avenue(196).tif,transportation,avenue,train
10479,woodland/sparse_forest/sparse_forest(122).tif,woodland,sparse forest,train
10480,transportation/avenue/avenue(563).tif,transportation,avenue,train
10481,woodland/natural_grassland/natural_grassland(437).tif,woodland,natural grassland,train
10482,transportation/airport_runway/airport_runway(88).tif,transportation,airport runway,train
10483,other_land/desert/desert(1033).tif,other land,desert,train
10484,woodland/forest/forest(488).tif,woodland,forest,train
10485,construction_land/storage_room/storage_room(164).tif,construction land,storage room,train
10486,woodland/shrubwood/shrubwood(1409).tif,woodland,shrubwood,train
10487,water_area/hirst/hirst(791).tif,water area,hirst,train
10488,transportation/marina/marina(57).tif,transportation,marina,train
10489,other_land/desert/desert(116).tif,other land,desert,train
10490,construction_land/grave/grave(140).tif,construction land,grave,train
10491,woodland/sapling/sapling(651).tif,woodland,sapling,train
10492,transportation/airport_runway/airport_runway(396).tif,transportation,airport runway,train
10493,woodland/shrubwood/shrubwood(1092).tif,woodland,shrubwood,train
10494,transportation/parkinglot/parkinglot(537).tif,transportation,parkinglot,train
10495,woodland/forest/forest(561).tif,woodland,forest,train
10496,other_land/snow_mountain/snow_mountain(129).tif,other land,snow mountain,train
10497,construction_land/grave/grave(464).tif,construction land,grave,train
10498,woodland/shrubwood/shrubwood(685).tif,woodland,shrubwood,train
10499,transportation/airport_runway/airport_runway(590).tif,transportation,airport runway,train
10500,woodland/forest/forest(731).tif,woodland,forest,train
10501,cultivated_land/bare_land/bare_land(204).tif,cultivated land,bare land,train
10502,water_area/stream/stream(668).tif,water area,stream,train
10503,woodland/natural_grassland/natural_grassland(1186).tif,woodland,natural grassland,train
10504,woodland/sapling/sapling(1353).tif,woodland,sapling,train
10505,construction_land/city_building/city_building(905).tif,construction land,city building,train
10506,construction_land/residents/residents(1260).tif,construction land,residents,train
10507,woodland/forest/forest(1062).tif,woodland,forest,train
10508,woodland/river_protection_forest/river_protection_forest(18).tif,woodland,river protection forest,train
10509,woodland/shrubwood/shrubwood(13).tif,woodland,shrubwood,train
10510,other_land/snow_mountain/snow_mountain(414).tif,other land,snow mountain,train
10511,transportation/crossroads/crossroads(691).tif,transportation,crossroads,train
10512,transportation/crossroads/crossroads(438).tif,transportation,crossroads,train
10513,woodland/sparse_forest/sparse_forest(493).tif,woodland,sparse forest,train
10514,construction_land/city_building/city_building(657).tif,construction land,city building,train
10515,other_objects/town/town(742).tif,other objects,town,train
10516,water_area/hirst/hirst(53).tif,water area,hirst,train
10517,transportation/airport_runway/airport_runway(136).tif,transportation,airport runway,train
10518,construction_land/grave/grave(329).tif,construction land,grave,train
10519,transportation/turning_circle/turning_circle(189).tif,transportation,turning circle,train
10520,cultivated_land/dry_farm/dry_farm(1214).tif,cultivated land,dry farm,train
10521,other_land/desert/desert(1272).tif,other land,desert,train
10522,construction_land/residents/residents(702).tif,construction land,residents,train
10523,woodland/sparse_forest/sparse_forest(648).tif,woodland,sparse forest,train
10524,transportation/airport_runway/airport_runway(1006).tif,transportation,airport runway,train
10525,transportation/fork_road/fork_road(159).tif,transportation,fork road,train
10526,construction_land/residents/residents(1153).tif,construction land,residents,train
10527,woodland/natural_grassland/natural_grassland(83).tif,woodland,natural grassland,train
10528,other_land/snow_mountain/snow_mountain(294).tif,other land,snow mountain,train
10529,transportation/parkinglot/parkinglot(91).tif,transportation,parkinglot,train
10530,other_land/mountain/mountain(871).tif,other land,mountain,train
10531,other_land/mountain/mountain(228).tif,other land,mountain,train
10532,transportation/airport_runway/airport_runway(615).tif,transportation,airport runway,train
10533,woodland/artificial_grassland/artificial_grassland(321).tif,woodland,artificial grassland,train
10534,woodland/forest/forest(1004).tif,woodland,forest,train
10535,water_area/lakeshore/lakeshore(608).tif,water area,lakeshore,train
10536,transportation/airport_runway/airport_runway(274).tif,transportation,airport runway,train
10537,transportation/airport_runway/airport_runway(708).tif,transportation,airport runway,train
10538,other_objects/town/town(563).tif,other objects,town,train
10539,construction_land/residents/residents(924).tif,construction land,residents,train
10540,construction_land/residents/residents(442).tif,construction land,residents,train
10541,water_area/hirst/hirst(565).tif,water area,hirst,train
10542,woodland/mangrove/mangrove_618(42).tif,woodland,mangrove,train
10543,cultivated_land/dry_farm/dry_farm(783).tif,cultivated land,dry farm,train
10544,transportation/fork_road/fork_road(506).tif,transportation,fork road,train
10545,cultivated_land/dry_farm/dry_farm(1126).tif,cultivated land,dry farm,train
10546,woodland/river_protection_forest/river_protection_forest(342).tif,woodland,river protection forest,train
10547,woodland/shrubwood/shrubwood(632).tif,woodland,shrubwood,train
10548,woodland/shrubwood/shrubwood(873).tif,woodland,shrubwood,train
10549,water_area/lakeshore/lakeshore(994).tif,water area,lakeshore,train
10550,woodland/sparse_forest/sparse_forest(1123).tif,woodland,sparse forest,train
10551,construction_land/storage_room/storage_room(184).tif,construction land,storage room,train
10552,construction_land/container/container(454).tif,construction land,container,train
10553,other_objects/town/town(488).tif,other objects,town,train
10554,cultivated_land/green_farmland/green_farmland(454).tif,cultivated land,green farmland,train
10555,woodland/sparse_forest/sparse_forest(1314).tif,woodland,sparse forest,train
10556,transportation/rail/rail(141).tif,transportation,rail,train
10557,transportation/avenue/avenue(50).tif,transportation,avenue,train
10558,woodland/sapling/sapling(269).tif,woodland,sapling,train
10559,water_area/lakeshore/lakeshore(90).tif,water area,lakeshore,train
10560,other_land/mountain/mountain(782).tif,other land,mountain,train
10561,transportation/bridge/bridge(276).tif,transportation,bridge,train
10562,construction_land/container/container(393).tif,construction land,container,train
10563,water_area/stream/stream(267).tif,water area,stream,train
10564,other_objects/town/town(248).tif,other objects,town,train
10565,transportation/airport_runway/airport_runway(618).tif,transportation,airport runway,train
10566,water_area/lakeshore/lakeshore(622).tif,water area,lakeshore,train
10567,woodland/sapling/sapling(1341).tif,woodland,sapling,train
10568,woodland/sparse_forest/sparse_forest(304).tif,woodland,sparse forest,train
10569,transportation/airport_runway/airport_runway(624).tif,transportation,airport runway,train
10570,other_land/mountain/mountain(445).tif,other land,mountain,train
10571,water_area/sea/sea(1482).tif,water area,sea,train
10572,water_area/sea/sea(937).tif,water area,sea,train
10573,cultivated_land/bare_land/bare_land(548).tif,cultivated land,bare land,train
10574,woodland/sapling/sapling(53).tif,woodland,sapling,train
10575,cultivated_land/dry_farm/dry_farm(663).tif,cultivated land,dry farm,train
10576,construction_land/storage_room/storage_room(1).tif,construction land,storage room,train
10577,transportation/mountain_road/mountain_road(871).tif,transportation,mountain road,train
10578,cultivated_land/green_farmland/green_farmland(63).tif,cultivated land,green farmland,train
10579,other_objects/town/town(426).tif,other objects,town,train
10580,other_land/desert/desert(386).tif,other land,desert,train
